# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.04.2021 по 01.07.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.04.2021 18:00";"6.2";"764.4";"764.8";"-0.1";"82";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.3";"Осадков нет";"12";"";"";"";"";
"13.04.2021 15:00";"11.1";"764.5";"764.8";"-0.1";"61";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.8";"";"";"";"";"";"";
"13.04.2021 12:00";"12.1";"764.6";"765.0";"0.7";"49";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.6";"";"";"";"";"";"";
"13.04.2021 09:00";"11.4";"763.9";"764.2";"0.4";"43";"Ветер, дующий с юго-юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"9.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-0.9";"Осадков нет";"12";"";"";"";"";
"13.04.2021 06:00";"10.1";"763.5";"763.9";"-0.1";"44";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"10.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-1.6";"Осадков нет";"12";"";"";"";"";
"13.04.2021 03:00";"12.4";"763.6";"764.0";"-0.6";"36";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.3";"";"";"";"";"";"";
"13.04.2021 00:00";"14.1";"764.2";"764.6";"-0.8";"35";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.4";"";"";"";"";"";"";
"12.04.2021 21:00";"16.4";"765.0";"765.4";"-0.7";"31";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"20.0";"";"";"";"";"";"10.0";"-0.7";"Осадков нет";"12";"";"";"";"";
"12.04.2021 18:00";"18.8";"765.7";"766.1";"-1.4";"25";"Ветер, дующий с юга";"2";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-1.7";"Осадков нет";"12";"";"";"";"";
"12.04.2021 15:00";"19.2";"767.1";"767.5";"-1.0";"24";"Ветер, дующий с юга";"6";"11";"11";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-1.9";"";"";"";"";"";"";
"12.04.2021 12:00";"16.2";"768.1";"768.4";"-0.5";"34";"Ветер, дующий с юго-востока";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"0.2";"";"";"";"";"";"";
"12.04.2021 09:00";"9.5";"768.6";"769.0";"-0.7";"57";"Ветер, дующий с востоко-юго-востока";"1";"";"";"40%.";" ";"";"";"6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.2";"Следы осадков";"12";"";"";"";"";
"12.04.2021 06:00";"7.5";"769.3";"769.6";"-1.5";"59";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.0";"Следы осадков";"12";"";"";"";"";
"12.04.2021 03:00";"7.0";"770.8";"771.2";"-0.3";"51";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-2.5";"";"";"";"";"";"";
"12.04.2021 00:00";"9.0";"771.1";"771.5";"0.6";"36";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-5.5";"";"";"";"";"";"";
"11.04.2021 21:00";"7.5";"770.5";"770.9";"0.6";"43";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"12.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-4.5";"Осадков нет";"12";"";"";"";"";
"11.04.2021 18:00";"11.6";"769.9";"770.2";"0.3";"32";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-4.6";"Осадков нет";"12";"";"";"";"";
"11.04.2021 15:00";"10.9";"769.6";"770.0";"1.1";"34";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.3";"";"";"";"";"";"";
"11.04.2021 12:00";"8.8";"768.5";"768.9";"1.6";"45";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.7";"";"";"";"";"";"";
"11.04.2021 09:00";"3.4";"766.9";"767.3";"1.9";"68";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"1.1";"";"";"";"";"";"";"10.0";"-2.0";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"Менее 0.5";
"11.04.2021 06:00";"1.3";"765.0";"765.4";"1.2";"74";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"1.1";"";"";"";"";"";"";"10.0";"-2.8";"2.0";"12";"";"";"";"";
"11.04.2021 03:00";"2.3";"763.8";"764.2";"1.6";"70";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.6";"";"";"";"";"";"";
"11.04.2021 00:00";"2.5";"762.2";"762.6";"1.6";"71";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.2";"";"";"";"";"";"";
"10.04.2021 21:00";"2.5";"760.6";"760.9";"1.9";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"50%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"8.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1500-2000";"";"";"10.0";"-0.3";"2.0";"12";"";"";"";"";
"10.04.2021 18:00";"3.8";"758.7";"759.1";"1.4";"75";"Ветер, дующий с запада";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.3";"Осадков нет";"12";"";"";"";"";
"10.04.2021 15:00";"6.3";"757.3";"757.6";"1.0";"70";"Ветер, дующий с юго-юго-запада";"6";"11";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.1";"";"";"";"";"";"";
"10.04.2021 12:00";"8.0";"756.3";"756.7";"0.4";"55";"Ветер, дующий с юго-юго-запада";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"Высокослоистые просвечивающие.";"";"10.0";"-0.5";"";"";"";"";"";"";
"10.04.2021 09:00";"7.0";"755.9";"756.3";"0.6";"58";"Ветер, дующий с юго-юго-запада";"5";"";"11";"90  или более, но не 100%";" ";"";"";"4.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-0.7";"Следы осадков";"12";"";"";"";"";
"10.04.2021 06:00";"5.1";"755.3";"755.7";"-0.1";"66";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"4.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высокослоистые просвечивающие.";"";"10.0";"-0.7";"Следы осадков";"12";"";"";"";"";
"10.04.2021 03:00";"4.1";"755.4";"755.8";"-0.3";"80";"Ветер, дующий с юга";"5";"10";"11";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"0.9";"";"";"";"";"";"";
"10.04.2021 00:00";"4.1";"755.7";"756.1";"0.1";"79";"Ветер, дующий с юга";"6";"11";"14";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.8";"";"";"";"";"";"";
"09.04.2021 21:00";"4.4";"755.6";"756.0";"0.4";"76";"Ветер, дующий с юга";"5";"11";"13";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые просвечивающие.";"";"10.0";"0.5";"Следы осадков";"12";"";"";"";"";
"09.04.2021 18:00";"5.6";"755.2";"755.5";"-0.5";"69";"Ветер, дующий с юга";"5";"11";"16";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.2";"Следы осадков";"12";"";"";"";"";
"09.04.2021 15:00";"6.6";"755.7";"756.1";"-0.2";"49";"Ветер, дующий с юга";"6";"13";"13";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"10.0";"-3.5";"";"";"";"";"";"";
"09.04.2021 12:00";"6.6";"755.9";"756.4";"-0.8";"53";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-2.5";"";"";"";"";"";"";
"09.04.2021 09:00";"2.1";"756.7";"757.1";"0.4";"56";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"-0.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.8";"Осадков нет";"12";"";"";"";"";
"09.04.2021 06:00";"0.0";"756.3";"756.7";"1.1";"85";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"-0.1";"";"";"";"";"";"";"10.0";"-2.3";"Осадков нет";"12";"";"";"";"";
"09.04.2021 03:00";"1.0";"755.2";"755.5";"1.5";"82";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.7";"";"";"";"";"";"";
"09.04.2021 00:00";"1.1";"753.7";"754.1";"1.4";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.7";"";"";"";"";"";"";
"08.04.2021 21:00";"2.4";"752.3";"752.7";"1.6";"70";"Ветер, дующий с запада";"3";"";"10";"20–30%.";" ";"";"";"";"4.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.5";"Осадков нет";"12";"";"";"";"";
"08.04.2021 18:00";"3.3";"750.7";"751.1";"1.2";"77";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-0.4";"Осадков нет";"12";"";"";"";"";
"08.04.2021 15:00";"2.6";"749.5";"750.0";"0.7";"84";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.1";"";"";"";"";"";"";
"08.04.2021 12:00";"0.3";"748.8";"749.2";"0.1";"93";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-0.7";"";"";"";"";"";"";
"08.04.2021 09:00";"-0.7";"748.7";"749.1";"-0.4";"97";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дымка. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.7";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-1.1";"Осадков нет";"12";"";"";"";"";
"08.04.2021 06:00";"-1.2";"749.1";"749.5";"-0.3";"91";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"-1.4";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-2.5";"Осадков нет";"12";"";"";"";"";
"08.04.2021 03:00";"0.0";"749.4";"749.8";"-0.5";"88";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.8";"";"";"";"";"";"";
"08.04.2021 00:00";"2.0";"749.9";"750.4";"-0.4";"83";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-0.7";"";"";"";"";"";"";
"07.04.2021 21:00";"4.5";"750.3";"750.7";"0.1";"59";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"6.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-2.9";"Осадков нет";"12";"";"";"";"";
"07.04.2021 18:00";"6.4";"750.2";"750.6";"-0.1";"39";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"300-600";"Высокослоистые просвечивающие.";"";"10.0";"-6.8";"Осадков нет";"12";"";"";"";"";
"07.04.2021 15:00";"6.2";"750.3";"750.7";"-0.3";"41";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-6.3";"";"";"";"";"";"";
"07.04.2021 12:00";"4.2";"750.6";"751.0";"0.2";"55";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"300-600";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-4.1";"";"";"";"";"";"";
"07.04.2021 09:00";"2.3";"750.4";"750.7";"1.0";"76";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"-0.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-1.5";"Осадков нет";"12";"";"";"";"";
"07.04.2021 06:00";"0.1";"749.4";"749.8";"0.8";"88";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"0.1";"";"";"";"";"";"";"10.0";"-1.7";"Осадков нет";"12";"";"";"";"";
"07.04.2021 03:00";"1.1";"748.6";"748.9";"1.0";"83";"Ветер, дующий с юга";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"07.04.2021 00:00";"2.2";"747.6";"748.0";"1.2";"75";"Ветер, дующий с юго-юго-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.9";"";"";"";"";"";"";
"06.04.2021 21:00";"2.8";"746.4";"746.8";"1.0";"65";"Ветер, дующий с юга";"4";"";"11";"Облаков нет.";" ";"";"";"";"4.2";"";"";"";"";"";"10.0";"-3.3";"Осадков нет";"12";"";"";"";"";
"06.04.2021 18:00";"3.4";"745.4";"745.8";"1.2";"61";"Ветер, дующий с юго-юго-запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.4";"Следы осадков";"12";"";"";"";"";
"06.04.2021 15:00";"3.5";"744.2";"744.6";"1.1";"55";"Ветер, дующий с юго-юго-запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.7";"";"";"";"";"";"";
"06.04.2021 12:00";"2.1";"743.1";"743.5";"1.2";"62";"Ветер, дующий с юго-запада";"4";"";"10";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.4";"";"";"";"";"";"";
"06.04.2021 09:00";"0.7";"741.9";"742.3";"1.2";"83";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось.  Диаметр отложения мокрого снега составляет 4 мм.";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-1.9";"5.0";"12";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"4.0";
"06.04.2021 06:00";"-0.1";"740.7";"741.1";"0.4";"94";"Штиль, безветрие";"0";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-0.9";"5.0";"12";"";"";"";"";
"06.04.2021 03:00";"0.3";"740.3";"740.7";"0.1";"97";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения.  Диаметр отложения мокрого снега составляет 4 мм.";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-0.1";"";"";"";"";"";"";
"06.04.2021 00:00";"0.5";"740.2";"740.6";"1.2";"95";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"1.0";"-0.2";"";"";"";"";"";"";
"05.04.2021 21:00";"8.6";"739.0";"739.4";"-1.0";"53";"Ветер, дующий с юга";"4";"";"10";"100%.";" ";"";"";"";"8.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высокослоистые просвечивающие.";"";"10.0";"-0.5";"Осадков нет";"12";"";"";"";"";
"05.04.2021 18:00";"8.3";"740.0";"740.4";"-0.1";"54";"Ветер, дующий с юго-юго-запада";"4";"";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-слоистые, покрывающие все небо.";"10.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"05.04.2021 15:00";"6.5";"740.1";"740.5";"-1.0";"60";"Ветер, дующий с юга";"6";"12";"13";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-0.7";"";"";"";"";"";"";
"05.04.2021 12:00";"4.7";"741.1";"741.6";"-0.5";"74";"Ветер, дующий с юго-юго-запада";"6";"";"12";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.4";"";"";"";"";"";"";
"05.04.2021 09:00";"4.0";"741.6";"742.0";"-1.7";"71";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"3.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.8";"Осадков нет";"12";"";"";"";"";
"05.04.2021 06:00";"3.3";"743.3";"743.7";"-1.5";"71";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"3.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.5";"Осадков нет";"12";"";"";"";"";
